candidate_id,repository,reference,instruction_path,role,test_command,compilation_complexity,edited_files_estimate,test_complexity,dependency_depth,historical_failure_rate,composite_difficulty,raw_logistic_success,calibrated_expected_success,calibration_tier,prior_estimated_success_rate,historical_match,recommended_for_pilot
lbv2_1009,azure-samples/art-voice-agent-accelerator,src/vad/,.github/instructions/system-architecture.instructions.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_0044,azure/azure-sdk-for-python,doc/analyze_check_versions.md,.github/skills/eng/next-version-update/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0045,azure/azure-sdk-for-python,eng/apiview_reqs.txt,.github/skills/eng/next-version-update/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0046,azure/azure-sdk-for-python,eng/emitter-package-lock.json,.github/skills/emitter-package-update/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0047,azure/azure-sdk-for-python,eng/pylintrc,.github/skills/eng/next-version-update/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_1034,bitterbot-ai/bitterbot-desktop,src/browser/,skills/notte/SKILL.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_0062,crewaiinc/crewai,docs/docs.json,AGENTS.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_1065,damianb-bitflipper/proton-drive-sync,src/dashboard/,AGENTS.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_0370,fixmyberlin/tilda-geo,app/package.json,.agents/skills/tech-stack/references/browser-target.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.49,global,False
lbv2_1090,fixmyberlin/tilda-geo,app/src/,.agents/skills/rust-wasm-geo/references/tanstack-start-integration.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_1308,fixmyberlin/tilda-geo,docs/Features-Parameter-Deeplinks.md,.cursor/skills/add-static-dataset/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_1309,fixmyberlin/tilda-geo,docs/Regional-Masks.md,.cursor/skills/add-static-dataset/SKILL.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0080,googlecloudplatform/vertex-ai-creative-studio,config/navigation.json,AGENTS.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_1105,insightsoftwareconsortium/itk,Modules/Remote/,Utilities/Maintenance/RemoteModuleIngest/AGENTS.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_1107,insightsoftwareconsortium/itk,Modules/ThirdParty/,.github/skills/update-third-party/SKILL.md,execute,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.47,global,False
lbv2_0173,myriad-dreamin/tinymist,openspec/config.yaml,AGENTS.md,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0175,nvidia/physicsnemo,physicsnemo/models,.cursor/rules/mod-007a-cannot-add-required-parameters-without-defaults.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0176,nvidia/physicsnemo,physicsnemo/models,.cursor/rules/mod-007b-cannot-remove-or-rename-parameters-without-compat-mapper.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0177,nvidia/physicsnemo,physicsnemo/models,.cursor/rules/mod-007c-cannot-change-return-types-of-public-methods.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0178,nvidia/physicsnemo,physicsnemo/nn,.cursor/rules/mod-007a-cannot-add-required-parameters-without-defaults.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0179,nvidia/physicsnemo,physicsnemo/nn,.cursor/rules/mod-007b-cannot-remove-or-rename-parameters-without-compat-mapper.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0180,nvidia/physicsnemo,physicsnemo/nn,.cursor/rules/mod-007c-cannot-change-return-types-of-public-methods.mdc,edit,pytest,0.18,0.47,0.15,0.25,0.875,0.3752,0.7178,0.6802,too_easy,0.69,global,False
lbv2_0954,alfanous-team/alfanous,src/tests/,.github/copilot-instructions.md,execute,pytest,0.36,0.37,0.07,0.25,0.875,0.3776,0.7138,0.6774,too_easy,0.47,global,False
lbv2_0578,copilotkit/copilotkit,sdk-python/langgraph.json,.cursor/rules/agent-development.mdc,execute,pytest,0.18,0.35,0.15,0.25,1.0,0.3786,0.7122,0.6762,too_easy,0.67,repo,False
lbv2_1044,copilotkit/copilotkit,CopilotKit/package.json,.cursor/rules/copilotkit-architecture.mdc,execute,pytest,0.18,0.35,0.15,0.25,1.0,0.3786,0.7122,0.6762,too_easy,0.47,repo,False
lbv2_0457,agents2agentsai/ata,codex-rs/Cargo.lock,.codex/skills/update-v8-version/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0477,agoric/agoric-sdk,scripts/update-package-locks.sh,.agents/skills/syncing-endo-dependencies/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0485,all-hands-ai/openhands,containers/build.sh,.agents/skills/update-sdk/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0956,all-hands-ai/openhands,enterprise/Dockerfile,.agents/skills/update-sdk/references/docker-image-locations.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.47,global,False
lbv2_0497,alphabitcore/nexus-gateway,nexus-ami/build.sh,.claude/skills/build-ami/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0502,alphabitcore/nexus-gateway,scripts/dev-start.sh,.claude/skills/run-local/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0522,automattic/newspack-workspace,bin/precommit-phpcs.sh,AGENTS.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_1078,falconchristmas/fpp,src/Makefile,.github/copilot-instructions.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.47,global,False
lbv2_1079,falconchristmas/fpp,src/Makefile,CLAUDE.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.47,global,False
lbv2_1488,fixmyberlin/tilda-geo,app/oxlint.config.mjs,.agents/skills/tech-stack/references/browser-target.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_0632,insightsoftwareconsortium/itk,CMake/ITKExternalData.cmake,Utilities/Maintenance/ExternalDataUpload/SKILL.md,execute,pytest,0.36,0.27,0.15,0.25,0.875,0.3788,0.7119,0.6759,too_easy,0.67,global,False
lbv2_1344,angelmunoz/kipo,.agents/fsharp_conventions.md,AGENTS.md,inspect,pytest,0.18,0.42,0.15,0.35,0.875,0.3822,0.7063,0.6719,too_easy,0.58,global,False
lbv2_1435,anthropics/claude-code,examples/,plugins/plugin-dev/skills/agent-development/SKILL.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_1436,anthropics/claude-code,examples/,plugins/plugin-dev/skills/plugin-settings/SKILL.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_1440,azure-samples/art-voice-agent-accelerator,config/,.github/copilot-instructions.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_1441,azure-samples/art-voice-agent-accelerator,src/,.github/copilot-instructions.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_1442,azure-samples/art-voice-agent-accelerator,utils/,.github/copilot-instructions.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_1356,azuread/microsoft-authentication-library-common-for-objc,.clinerules/01-Code-style-guidelines.md,CLAUDE.md,inspect,pytest,0.18,0.42,0.15,0.35,0.875,0.3822,0.7063,0.6719,too_easy,0.58,global,False
lbv2_1362,falconchristmas/fpp,.claude/FRONTEND-GUIDELINES.md,CLAUDE.md,inspect,pytest,0.18,0.42,0.15,0.35,0.875,0.3822,0.7063,0.6719,too_easy,0.58,global,False
lbv2_1469,modelengine-group/nexent,sdk/,CLAUDE.md,inspect,pytest,0.18,0.62,0.15,0.125,0.875,0.3822,0.7063,0.6719,too_easy,0.38,global,False
lbv2_0510,alphabitcore/nexus-gateway,tests/run-all.sh,.claude/skills/test-all/SKILL.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0607,eliasoenal/multimon-ng,test/run_tests.sh,.github/instructions/c-code.instructions.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0608,eliasoenal/multimon-ng,test/run_tests.sh,.github/instructions/tests.instructions.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0630,hkuds/openharness,tests/test_merged_prs_on_autoagent.py,.claude/skills/harness-eval/SKILL.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0631,hkuds/openharness,tests/test_real_large_tasks.py,.claude/skills/harness-eval/SKILL.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0735,modelengine-group/nexent,test/run_all_test.py,AGENTS.md,execute,pytest,0.18,0.02,0.07,0.25,0.875,0.275,0.85,0.6716,too_easy,0.67,global,False
lbv2_0013,alfanous-team/alfanous,src/alfanous/api.py,.github/copilot-instructions.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0014,alfanous-team/alfanous,src/alfanous/engines.py,.github/copilot-instructions.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0015,alfanous-team/alfanous,src/alfanous/indexing.py,.github/copilot-instructions.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0016,alfanous-team/alfanous,src/alfanous/outputs.py,.github/copilot-instructions.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0017,alfanous-team/alfanous,src/alfanous/searching.py,.github/copilot-instructions.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0773,alphabitcore/nexus-gateway,.claude/skills/oss-secret-scan/scan.py,.claude/skills/oss-secret-scan/SKILL.md,execute,pytest,0.18,0.2,0.15,0.6,0.875,0.3826,0.7056,0.6714,too_easy,0.57,global,False
lbv2_0824,checkmk/checkmk,.ide/vscode/scripts/update_confluence_vscode_page.py,.ide/vscode/CLAUDE.md,execute,pytest,0.18,0.2,0.15,0.6,0.875,0.3826,0.7056,0.6714,too_easy,0.57,global,False
lbv2_0059,communitytoolkit/aspire,src/CommunityToolkit.Aspire.Hosting.Azure.Extensions/AzureStorageExplorerBuilderExtensions.cs,.agents/skills/hosting-integration-authoring/resources/archetype-azure-provisioning.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0060,communitytoolkit/aspire,src/CommunityToolkit.Aspire.Hosting.Minio/MinioBuilderExtensions.cs,.agents/skills/hosting-integration-authoring/resources/archetype-container-backed-service.md,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0161,modelengine-group/nexent,backend/consts/const.py,.cursor/rules/environment_variable.mdc,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0162,modelengine-group/nexent,backend/consts/exceptions.py,.cursor/rules/backend/database_layer_rules.mdc,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0163,modelengine-group/nexent,backend/consts/exceptions.py,.cursor/rules/backend/service_layer_rules.mdc,edit,pytest,0.18,0.4,0.15,0.375,0.875,0.3826,0.7056,0.6714,too_easy,0.69,global,False
lbv2_0449,ageniti/ageniti,examples/bulk-handlers.js,AGENTS.md,execute,vitest,0.12,0.12,0.5,0.25,0.875,0.383,0.7049,0.6709,too_easy,0.67,global,False
lbv2_0450,ageniti/ageniti,examples/streaming.js,AGENTS.md,execute,vitest,0.12,0.12,0.5,0.25,0.875,0.383,0.7049,0.6709,too_easy,0.67,global,False
lbv2_0452,ageniti/ageniti,examples/typed-client.js,AGENTS.md,execute,vitest,0.12,0.12,0.5,0.25,0.875,0.383,0.7049,0.6709,too_easy,0.67,global,False
lbv2_0453,ageniti/ageniti,examples/zod-action.js,AGENTS.md,execute,vitest,0.12,0.12,0.5,0.25,0.875,0.383,0.7049,0.6709,too_easy,0.67,global,False
lbv2_0454,ageniti/ageniti,src/app.js,AGENTS.md,execute,vitest,0.12,0.12,0.5,0.25,0.875,0.383,0.7049,0.6709,too_easy,0.67,global,False
lbv2_1420,all-hands-ai/openhands,pyproject.toml,.agents/skills/update-sdk/references/docker-image-locations.md,inspect,pytest,0.36,0.42,0.15,0.125,0.875,0.3858,0.7003,0.6676,too_easy,0.38,global,False
lbv2_0731,modelengine-group/nexent,frontend/lib/logger.ts,.cursor/rules/frontend/service_layer_rules.mdc,execute,pytest,0.36,0.2,0.15,0.375,0.875,0.3862,0.6996,0.6671,too_easy,0.67,global,False
lbv2_0739,nvidia/physicsnemo,physicsnemo/core/__init__.py,skills/physicsnemo-discover/SKILL.md,execute,pytest,0.36,0.2,0.15,0.375,0.875,0.3862,0.6996,0.6671,too_easy,0.67,global,False
lbv2_0740,nvidia/physicsnemo,physicsnemo/datapipes/__init__.py,skills/physicsnemo-discover/SKILL.md,execute,pytest,0.36,0.2,0.15,0.375,0.875,0.3862,0.6996,0.6671,too_easy,0.67,global,False
lbv2_0808,azure-samples/art-voice-agent-accelerator,devops/scripts/azd/helpers/acs_phone_number_manager.py,.github/skills/service-catalog/SKILL.md,execute,pytest,0.18,0.2,0.15,0.625,0.875,0.3866,0.6989,0.6666,too_easy,0.57,global,False
lbv2_0818,azure/azure-sdk-for-python,eng/tools/azure-sdk-tools/azpysdk/apistub.py,.github/skills/generate-api-markdown/SKILL.md,execute,pytest,0.18,0.2,0.15,0.625,0.875,0.3866,0.6989,0.6666,too_easy,0.57,global,False
lbv2_0442,affitor/affiliate-skills,.claude/commands/test-skill.md,CLAUDE.md,execute,pytest,0.18,0.5,0.07,0.475,0.8333,0.3891,0.6947,0.6636,too_easy,0.67,repo,False
lbv2_0480,all-hands-ai/openhands,.github/run-eval/AGENTS.md,AGENTS.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_1335,alt-f4-llc/dotfiles.vorpal,.claude/scripts/symmetry_check.py,.codex/skills/evolve-skills/SKILL.md,inspect,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.58,global,False
lbv2_0604,eliasoenal/multimon-ng,.github/workflows/copilot-setup-steps.yml,.github/copilot-instructions.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0634,jmberesford/retrom,.agents/scripts/link-skills.sh,.agents/AGENTS.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0635,jmberesford/retrom,.agents/scripts/sync-mcp.sh,.agents/AGENTS.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0637,kuberocketci/kuberocketai,.krci-ai/tasks/create-launch-materials.md,.cursor/rules/krci-ai/pmm.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0638,kuberocketci/kuberocketai,.krci-ai/tasks/create-launch-materials.md,.windsurf/rules/pmm.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0639,kuberocketci/kuberocketai,.krci-ai/tasks/execute-testing.md,.cursor/rules/krci-ai/qa.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0640,kuberocketci/kuberocketai,.krci-ai/tasks/execute-testing.md,.windsurf/rules/qa.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0641,kuberocketci/kuberocketai,.krci-ai/tasks/generate-auto-test-cases.md,.cursor/rules/krci-ai/aqa.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0642,kuberocketci/kuberocketai,.krci-ai/tasks/generate-auto-test-cases.md,.windsurf/rules/aqa.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0643,kuberocketci/kuberocketai,.krci-ai/tasks/generate-test-cases.md,.cursor/rules/krci-ai/qa.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0644,kuberocketci/kuberocketai,.krci-ai/tasks/generate-test-cases.md,.windsurf/rules/qa.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0645,kuberocketci/kuberocketai,.krci-ai/tasks/report-defects.md,.cursor/rules/krci-ai/qa.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0646,kuberocketci/kuberocketai,.krci-ai/tasks/setup-testing.md,.cursor/rules/krci-ai/aqa.mdc,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0647,kuberocketci/kuberocketai,.krci-ai/tasks/setup-testing.md,.windsurf/rules/aqa.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0724,modelengine-group/nexent,.cursor/rules/english_comments.mdc,AGENTS.md,execute,pytest,0.18,0.35,0.15,0.475,0.875,0.3896,0.6938,0.663,too_easy,0.67,global,False
lbv2_0939,ageniti/ageniti,package.json,AGENTS.md,execute,vitest,0.12,0.27,0.5,0.125,0.875,0.39,0.6932,0.6625,too_easy,0.47,global,False
lbv2_0295,agents2agentsai/ata,patches/,.codex/skills/update-v8-version/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0945,agoric/agoric-sdk,.github/actions/,.agents/skills/depot-ci/SKILL.md,execute,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.47,global,False
lbv2_0324,alt-f4-llc/dotfiles.vorpal,docs/,src/user/claude-code/skills/team-doctrine/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0970,alt-f4-llc/dotfiles.vorpal,.claude/scripts/,.codex/skills/evolve-config/SKILL.md,execute,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.47,global,False
lbv2_0971,alt-f4-llc/dotfiles.vorpal,.claude/scripts/,.codex/skills/evolve-skills/SKILL.md,execute,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.47,global,False
lbv2_0328,anthropics/claude-code,examples/,plugins/plugin-dev/skills/skill-development/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0348,azure/azure-sdk-for-python,sdk/,.github/skills/find-package-skill/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_1012,azure/azure-sdk-for-python,.github/skills/,sdk/ai/azure-ai-projects/.github/skills/azure-ai-projects-emit-from-typespec/SKILL.md,execute,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.47,global,False
lbv2_1317,b-m-capital-research/honeclaw,skills/,skills/skill_manager/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0354,bitterbot-ai/bitterbot-desktop,scripts/,skills/skill-creator/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0361,crewaiinc/crewai,docs/,AGENTS.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_1306,dagster-io/dagster,.claude/coding_conventions.md,CLAUDE.md,edit,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.69,global,False
lbv2_1307,dagster-io/dagster,.claude/dev_workflow.md,CLAUDE.md,edit,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.69,global,False
lbv2_0074,fixmyberlin/tilda-geo,.github/dependabot.yml,.agents/skills/tech-stack/references/browser-target.md,edit,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.69,global,False
lbv2_0369,fixmyberlin/tilda-geo,app/,.cursor/skills/add-static-dataset/SKILL.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0375,googlecloudplatform/vertex-ai-creative-studio,models/,AGENTS.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0376,googlecloudplatform/vertex-ai-creative-studio,pages/,AGENTS.md,edit,pytest,0.18,0.67,0.15,0.125,0.875,0.3912,0.6911,0.661,too_easy,0.49,global,False
lbv2_0146,langchain-ai/langchain,.github/dependabot.yml,AGENTS.md,edit,pytest,0.18,0.47,0.15,0.35,0.875,0.3912,0.6911,0.661,too_easy,0.69,global,False
lbv2_0937,affitor/affiliate-skills,docs/,CLAUDE.md,execute,pytest,0.36,0.5,0.15,0.125,0.8333,0.3919,0.69,0.6602,too_easy,0.47,repo,False
lbv2_0938,affitor/affiliate-skills,evals/,CLAUDE.md,execute,pytest,0.36,0.5,0.15,0.125,0.8333,0.3919,0.69,0.6602,too_easy,0.47,repo,False
lbv2_0006,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/content/tiktok-script-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_0445,affitor/affiliate-skills,shared/references/affitor-branding.md,skills/landing/squeeze-page-builder/SKILL.md,execute,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.67,repo,False
lbv2_0446,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/content/twitter-thread-writer/SKILL.md,execute,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.67,repo,False
lbv2_0447,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/content/viral-post-writer/SKILL.md,execute,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.67,repo,False
lbv2_1297,affitor/affiliate-skills,shared/references/affiliate-glossary.md,skills/blog/comparison-post-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1298,affitor/affiliate-skills,shared/references/affiliate-glossary.md,skills/blog/how-to-tutorial-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1299,affitor/affiliate-skills,shared/references/affitor-branding.md,skills/blog/comparison-post-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1300,affitor/affiliate-skills,shared/references/flywheel-connections.md,skills/blog/how-to-tutorial-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1301,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/automation/email-automation-builder/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1302,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/blog/how-to-tutorial-writer/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1303,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/distribution/email-drip-sequence/SKILL.md,edit,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.69,repo,False
lbv2_1325,affitor/affiliate-skills,shared/references/ftc-compliance.md,.cursorrules,inspect,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.58,repo,False
lbv2_1326,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/blog/comparison-post-writer/SKILL.md,inspect,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.58,repo,False
lbv2_1327,affitor/affiliate-skills,shared/references/ftc-compliance.md,skills/landing/landing-page-creator/SKILL.md,inspect,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.58,repo,False
lbv2_1480,affitor/affiliate-skills,shared/references/affiliate-glossary.md,skills/analytics/conversion-tracker/SKILL.md,execute,pytest,0.18,0.5,0.15,0.375,0.8333,0.3923,0.6893,0.6597,too_easy,0.67,repo,False
